Ticker,AAPL,JNJ,JPM,MSFT,PG,XOM
AAPL,0.0635721734671775,0.011280186678363857,0.015030855038583943,0.028375579640987067,0.009147984731243888,0.005866740953577421
JNJ,0.011280186678363857,0.026899241997021744,0.013166917542052348,0.0035958221757903253,0.01189424371493349,0.010929052172889153
JPM,0.015030855038583943,0.013166917542052348,0.06541264006770563,0.017083984965204267,0.006340614198684405,0.031784928128158314
MSFT,0.028375579640987067,0.0035958221757903253,0.017083984965204267,0.049975898103233385,0.00918459034309868,-0.003127248056720395
PG,0.009147984731243888,0.01189424371493349,0.006340614198684405,0.00918459034309868,0.030721608611590734,0.0037454497890061543
XOM,0.005866740953577421,0.010929052172889153,0.031784928128158314,-0.003127248056720395,0.0037454497890061543,0.08005670545665589
